company_id,nama_perusahaan,sektor,wilayah_operasional,tahun_listing
COMP-0332,PT Citra Sejahtera No. 332,Kesehatan,DKI Jakarta,2017
COMP-0333,PT Utama Sejahtera No. 333,Keuangan,Jawa Barat,2014
COMP-0334,PT Mega Sejahtera No. 334,Teknologi & Informasi,Kalimantan Timur,2016
COMP-0335,PT Indo Persada No. 335,Teknologi & Informasi,Sulawesi Selatan,2010
COMP-0336,PT Citra Energi No. 336,Kesehatan,Kalimantan Timur,2014
COMP-0337,PT Mega Tbk No. 337,Kesehatan,Sumatera Utara,2010
COMP-0338,PT Nusantara Karya No. 338,Konsumer Primer,DKI Jakarta,2021
COMP-0339,PT Artha Energi No. 339,Kesehatan,Jawa Timur,2022
COMP-0340,PT Nusantara Jaya No. 340,Energi & Pertambangan,DKI Jakarta,2017
COMP-0341,PT Bumi Jaya No. 341,Keuangan,Jawa Timur,2024
COMP-0342,PT Utama Persada No. 342,Konsumer Primer,Jawa Barat,2013
COMP-0343,PT Indo Makmur No. 343,Energi & Pertambangan,Jawa Barat,2013
COMP-0344,PT Sumber Lestari No. 344,Teknologi & Informasi,Kalimantan Timur,2011
COMP-0345,PT Citra Makmur No. 345,Teknologi & Informasi,Sulawesi Selatan,2014
COMP-0346,PT Nusantara Lestari No. 346,Konsumer Primer,Jawa Barat,2010
COMP-0347,PT Mega Tbk No. 347,Kesehatan,Kalimantan Timur,2018
COMP-0348,PT Nusantara Abadi No. 348,Teknologi & Informasi,DKI Jakarta,2014
COMP-0349,PT Mega Sejahtera No. 349,Infrastruktur,Jawa Barat,2015
COMP-0350,PT Bumi Karya No. 350,Konsumer Primer,DKI Jakarta,2011
COMP-0351,PT Utama Lestari No. 351,Energi & Pertambangan,DKI Jakarta,2019
COMP-0352,PT Bumi Lestari No. 352,Konsumer Primer,Sulawesi Selatan,2019
COMP-0353,PT Bumi Makmur No. 353,Keuangan,Jawa Barat,2010
COMP-0354,PT Bumi Karya No. 354,Kesehatan,DKI Jakarta,2013
COMP-0355,PT Bumi Sentosa No. 355,Kesehatan,Sulawesi Selatan,2016
COMP-0356,PT Bina Lestari No. 356,Konsumer Primer,Sulawesi Selatan,2015
COMP-0357,PT Nusantara Jaya No. 357,Teknologi & Informasi,Jawa Barat,2019
COMP-0358,PT Utama Persada No. 358,Teknologi & Informasi,Sulawesi Selatan,2010
COMP-0359,PT Citra Energi No. 359,Infrastruktur,Jawa Barat,2010
COMP-0360,PT Mega Sentosa No. 360,Infrastruktur,Jawa Barat,2017
COMP-0361,PT Indo Jaya No. 361,Kesehatan,Jawa Timur,2013
COMP-0362,PT Nusantara Persada No. 362,Infrastruktur,DKI Jakarta,2014
COMP-0363,PT Nusantara Sentosa No. 363,Energi & Pertambangan,Sumatera Utara,2022
COMP-0364,PT Surya Sejahtera No. 364,Infrastruktur,Jawa Barat,2016
COMP-0365,PT Bumi Lestari No. 365,Energi & Pertambangan,DKI Jakarta,2017
COMP-0366,PT Mega Makmur No. 366,Infrastruktur,Sulawesi Selatan,2024
COMP-0367,PT Citra Tbk No. 367,Kesehatan,Kalimantan Timur,2019
COMP-0368,PT Utama Abadi No. 368,Kesehatan,Jawa Barat,2016
COMP-0369,PT Sumber Jaya No. 369,Energi & Pertambangan,Sulawesi Selatan,2011
COMP-0370,PT Artha Jaya No. 370,Konsumer Primer,Sulawesi Selatan,2023
COMP-0371,PT Artha Jaya No. 371,Kesehatan,Sulawesi Selatan,2024
COMP-0372,PT Bina Karya No. 372,Konsumer Primer,Sulawesi Selatan,2013
COMP-0373,PT Citra Makmur No. 373,Teknologi & Informasi,Sulawesi Selatan,2019
COMP-0374,PT Indo Karya No. 374,Energi & Pertambangan,Jawa Barat,2021
COMP-0375,PT Citra Sejahtera No. 375,Kesehatan,Sumatera Utara,2010
COMP-0376,PT Mega Makmur No. 376,Keuangan,Jawa Timur,2019
COMP-0377,PT Indo Lestari No. 377,Teknologi & Informasi,Sulawesi Selatan,2018
COMP-0378,PT Mega Lestari No. 378,Konsumer Primer,Sulawesi Selatan,2012
COMP-0379,PT Nusantara Sejahtera No. 379,Kesehatan,Jawa Timur,2021
COMP-0380,PT Bina Persada No. 380,Energi & Pertambangan,Jawa Barat,2012
COMP-0381,PT Bumi Energi No. 381,Infrastruktur,DKI Jakarta,2019
COMP-0382,PT Indo Tbk No. 382,Keuangan,Kalimantan Timur,2018
COMP-0383,PT Indo Tbk No. 383,Konsumer Primer,Kalimantan Timur,2019
COMP-0384,PT Bina Lestari No. 384,Teknologi & Informasi,DKI Jakarta,2012
COMP-0385,PT Surya Energi No. 385,Energi & Pertambangan,Jawa Barat,2017
COMP-0386,PT Indo Sentosa No. 386,Keuangan,Kalimantan Timur,2011
COMP-0387,PT Nusantara Jaya No. 387,Energi & Pertambangan,Jawa Timur,2023
COMP-0388,PT Nusantara Karya No. 388,Kesehatan,DKI Jakarta,2022
COMP-0389,PT Artha Jaya No. 389,Infrastruktur,Sumatera Utara,2012
COMP-0390,PT Sumber Persada No. 390,Teknologi & Informasi,Jawa Barat,2011
COMP-0391,PT Utama Jaya No. 391,Energi & Pertambangan,DKI Jakarta,2010
COMP-0392,PT Bumi Persada No. 392,Konsumer Primer,Kalimantan Timur,2011
COMP-0393,PT Surya Karya No. 393,Kesehatan,Jawa Barat,2017
COMP-0394,PT Utama Karya No. 394,Kesehatan,Jawa Timur,2018
COMP-0395,PT Utama Makmur No. 395,Teknologi & Informasi,Jawa Barat,2022
COMP-0396,PT Indo Lestari No. 396,Kesehatan,Jawa Barat,2011
COMP-0397,PT Citra Karya No. 397,Konsumer Primer,Jawa Timur,2016
COMP-0398,PT Bina Abadi No. 398,Energi & Pertambangan,Sulawesi Selatan,2024
COMP-0399,PT Mega Persada No. 399,Teknologi & Informasi,Jawa Timur,2014
COMP-0400,PT Utama Tbk No. 400,Kesehatan,Jawa Barat,2012
COMP-0401,PT Nusantara Abadi No. 401,Kesehatan,Jawa Timur,2018
COMP-0402,PT Sumber Persada No. 402,Konsumer Primer,Sulawesi Selatan,2024
COMP-0403,PT Bina Energi No. 403,Infrastruktur,DKI Jakarta,2015
COMP-0404,PT Artha Tbk No. 404,Infrastruktur,Jawa Timur,2020
COMP-0405,PT Artha Persada No. 405,Kesehatan,Jawa Timur,2010
COMP-0406,PT Citra Tbk No. 406,Energi & Pertambangan,Jawa Barat,2014
COMP-0407,PT Bumi Sentosa No. 407,Teknologi & Informasi,DKI Jakarta,2016
COMP-0408,PT Sumber Makmur No. 408,Kesehatan,Sumatera Utara,2013
COMP-0409,PT Surya Jaya No. 409,Keuangan,Sumatera Utara,2017
COMP-0410,PT Nusantara Karya No. 410,Teknologi & Informasi,Kalimantan Timur,2019
COMP-0411,PT Indo Tbk No. 411,Infrastruktur,Jawa Timur,2014
COMP-0412,PT Mega Lestari No. 412,Kesehatan,Jawa Timur,2018
COMP-0413,PT Artha Persada No. 413,Konsumer Primer,DKI Jakarta,2018
COMP-0414,PT Bumi Jaya No. 414,Keuangan,Sulawesi Selatan,2018
COMP-0415,PT Sumber Sejahtera No. 415,Kesehatan,Sumatera Utara,2010
COMP-0416,PT Bina Energi No. 416,Energi & Pertambangan,Kalimantan Timur,2011
COMP-0417,PT Mega Lestari No. 417,Keuangan,DKI Jakarta,2012
COMP-0418,PT Mega Lestari No. 418,Kesehatan,Jawa Timur,2023
COMP-0419,PT Sumber Abadi No. 419,Energi & Pertambangan,Sumatera Utara,2013
COMP-0420,PT Artha Jaya No. 420,Keuangan,Kalimantan Timur,2019
COMP-0421,PT Utama Tbk No. 421,Energi & Pertambangan,Jawa Barat,2018
COMP-0422,PT Utama Karya No. 422,Energi & Pertambangan,Sumatera Utara,2019
COMP-0423,PT Citra Jaya No. 423,Keuangan,Kalimantan Timur,2022
COMP-0424,PT Mega Sentosa No. 424,Keuangan,DKI Jakarta,2015
COMP-0425,PT Surya Lestari No. 425,Energi & Pertambangan,Jawa Barat,2010
COMP-0426,PT Bumi Sentosa No. 426,Infrastruktur,Kalimantan Timur,2021
COMP-0427,PT Artha Lestari No. 427,Keuangan,Kalimantan Timur,2018
COMP-0428,PT Sumber Energi No. 428,Kesehatan,Jawa Timur,2015
COMP-0429,PT Surya Lestari No. 429,Teknologi & Informasi,Sulawesi Selatan,2013
COMP-0430,PT Citra Tbk No. 430,Konsumer Primer,Sumatera Utara,2023
COMP-0431,PT Bumi Jaya No. 431,Energi & Pertambangan,Jawa Timur,2013
COMP-0432,PT Indo Karya No. 432,Energi & Pertambangan,Jawa Barat,2012
COMP-0433,PT Mega Lestari No. 433,Konsumer Primer,Sulawesi Selatan,2016
COMP-0434,PT Indo Lestari No. 434,Infrastruktur,Kalimantan Timur,2012
COMP-0435,PT Artha Karya No. 435,Konsumer Primer,Jawa Timur,2011
COMP-0436,PT Artha Energi No. 436,Keuangan,Sulawesi Selatan,2019
COMP-0437,PT Artha Energi No. 437,Konsumer Primer,Sumatera Utara,2017
COMP-0438,PT Nusantara Persada No. 438,Energi & Pertambangan,Jawa Barat,2013
COMP-0439,PT Sumber Sejahtera No. 439,Konsumer Primer,DKI Jakarta,2017
COMP-0440,PT Artha Karya No. 440,Teknologi & Informasi,Jawa Timur,2010
COMP-0441,PT Nusantara Lestari No. 441,Kesehatan,Jawa Barat,2024
COMP-0442,PT Bumi Jaya No. 442,Keuangan,DKI Jakarta,2014
COMP-0443,PT Indo Sejahtera No. 443,Konsumer Primer,Jawa Timur,2022
COMP-0444,PT Utama Persada No. 444,Energi & Pertambangan,Jawa Barat,2018
COMP-0445,PT Bumi Jaya No. 445,Kesehatan,Jawa Barat,2010
COMP-0446,PT Bumi Sentosa No. 446,Keuangan,Sulawesi Selatan,2020
COMP-0447,PT Nusantara Sejahtera No. 447,Energi & Pertambangan,Jawa Timur,2022
COMP-0448,PT Bina Energi No. 448,Infrastruktur,Jawa Barat,2013
COMP-0449,PT Bina Jaya No. 449,Teknologi & Informasi,Kalimantan Timur,2015
COMP-0450,PT Sumber Abadi No. 450,Infrastruktur,Jawa Timur,2019
COMP-0451,PT Citra Energi No. 451,Teknologi & Informasi,Jawa Barat,2017
COMP-0452,PT Mega Makmur No. 452,Konsumer Primer,Sulawesi Selatan,2023
COMP-0453,PT Mega Jaya No. 453,Keuangan,DKI Jakarta,2012
COMP-0454,PT Bina Makmur No. 454,Konsumer Primer,DKI Jakarta,2014
COMP-0455,PT Citra Karya No. 455,Teknologi & Informasi,Kalimantan Timur,2016
COMP-0456,PT Nusantara Jaya No. 456,Teknologi & Informasi,Jawa Timur,2010
COMP-0457,PT Sumber Jaya No. 457,Teknologi & Informasi,Sulawesi Selatan,2024
COMP-0458,PT Bina Sejahtera No. 458,Kesehatan,Jawa Barat,2016
COMP-0459,PT Citra Sejahtera No. 459,Energi & Pertambangan,Jawa Barat,2022
COMP-0460,PT Mega Sejahtera No. 460,Keuangan,DKI Jakarta,2021
COMP-0461,PT Citra Persada No. 461,Konsumer Primer,Sulawesi Selatan,2020
COMP-0462,PT Artha Tbk No. 462,Konsumer Primer,Kalimantan Timur,2017
COMP-0463,PT Indo Tbk No. 463,Infrastruktur,DKI Jakarta,2017
COMP-0464,PT Bumi Jaya No. 464,Teknologi & Informasi,DKI Jakarta,2018
COMP-0465,PT Surya Abadi No. 465,Teknologi & Informasi,Kalimantan Timur,2015
COMP-0466,PT Surya Karya No. 466,Teknologi & Informasi,Jawa Timur,2021
COMP-0467,PT Sumber Energi No. 467,Konsumer Primer,Jawa Barat,2015
COMP-0468,PT Utama Energi No. 468,Infrastruktur,Jawa Timur,2011
COMP-0469,PT Bina Energi No. 469,Energi & Pertambangan,Sulawesi Selatan,2012
COMP-0470,PT Nusantara Abadi No. 470,Kesehatan,Sumatera Utara,2013
COMP-0471,PT Bumi Sejahtera No. 471,Keuangan,Sumatera Utara,2013
COMP-0472,PT Surya Jaya No. 472,Energi & Pertambangan,Sumatera Utara,2017
COMP-0473,PT Citra Abadi No. 473,Konsumer Primer,Kalimantan Timur,2023
COMP-0474,PT Citra Lestari No. 474,Kesehatan,DKI Jakarta,2010
COMP-0475,PT Sumber Karya No. 475,Kesehatan,Jawa Timur,2019
COMP-0476,PT Utama Karya No. 476,Kesehatan,Jawa Barat,2023
COMP-0477,PT Surya Persada No. 477,Teknologi & Informasi,Sumatera Utara,2013
COMP-0478,PT Artha Energi No. 478,Keuangan,Jawa Timur,2020
COMP-0479,PT Artha Abadi No. 479,Konsumer Primer,Sumatera Utara,2021
COMP-0480,PT Artha Lestari No. 480,Konsumer Primer,Sumatera Utara,2022
COMP-0481,PT Bina Energi No. 481,Kesehatan,Jawa Barat,2020
COMP-0482,PT Mega Abadi No. 482,Konsumer Primer,Sulawesi Selatan,2020
COMP-0483,PT Nusantara Sentosa No. 483,Keuangan,Sulawesi Selatan,2013
COMP-0484,PT Sumber Makmur No. 484,Keuangan,Sulawesi Selatan,2010
COMP-0485,PT Indo Sejahtera No. 485,Infrastruktur,Kalimantan Timur,2012
COMP-0486,PT Indo Energi No. 486,Infrastruktur,DKI Jakarta,2014
COMP-0487,PT Sumber Lestari No. 487,Energi & Pertambangan,Kalimantan Timur,2015
COMP-0488,PT Artha Jaya No. 488,Keuangan,Jawa Timur,2018
COMP-0489,PT Artha Jaya No. 489,Keuangan,Kalimantan Timur,2018
COMP-0490,PT Surya Sejahtera No. 490,Keuangan,Jawa Timur,2018
COMP-0491,PT Artha Makmur No. 491,Infrastruktur,Jawa Timur,2020
COMP-0492,PT Citra Karya No. 492,Kesehatan,DKI Jakarta,2010
COMP-0493,PT Artha Sentosa No. 493,Kesehatan,Jawa Barat,2021
COMP-0494,PT Indo Sejahtera No. 494,Konsumer Primer,DKI Jakarta,2018
COMP-0495,PT Artha Persada No. 495,Kesehatan,Sulawesi Selatan,2022
COMP-0496,PT Surya Lestari No. 496,Teknologi & Informasi,Sulawesi Selatan,2017
COMP-0497,PT Sumber Jaya No. 497,Infrastruktur,Kalimantan Timur,2011
COMP-0498,PT Utama Persada No. 498,Keuangan,Jawa Timur,2022
COMP-0499,PT Indo Jaya No. 499,Kesehatan,Sumatera Utara,2020
COMP-0500,PT Bumi Tbk No. 500,Infrastruktur,Sumatera Utara,2010
COMP-0501,PT Nusantara Jaya No. 501,Kesehatan,Jawa Timur,2010
COMP-0502,PT Artha Sentosa No. 502,Energi & Pertambangan,DKI Jakarta,2021
COMP-0503,PT Mega Jaya No. 503,Keuangan,Jawa Barat,2015
COMP-0504,PT Mega Jaya No. 504,Energi & Pertambangan,DKI Jakarta,2018
COMP-0505,PT Indo Energi No. 505,Keuangan,Jawa Timur,2016
COMP-0506,PT Indo Tbk No. 506,Infrastruktur,Jawa Timur,2014
COMP-0507,PT Sumber Karya No. 507,Konsumer Primer,Jawa Barat,2020
COMP-0508,PT Surya Tbk No. 508,Kesehatan,Kalimantan Timur,2011
COMP-0509,PT Sumber Abadi No. 509,Kesehatan,Kalimantan Timur,2010
COMP-0510,PT Nusantara Sejahtera No. 510,Teknologi & Informasi,Jawa Barat,2011
COMP-0511,PT Mega Persada No. 511,Energi & Pertambangan,Kalimantan Timur,2010
COMP-0512,PT Artha Lestari No. 512,Kesehatan,Sumatera Utara,2012
COMP-0513,PT Utama Tbk No. 513,Infrastruktur,Kalimantan Timur,2015
COMP-0514,PT Nusantara Lestari No. 514,Konsumer Primer,Kalimantan Timur,2022
COMP-0515,PT Utama Karya No. 515,Infrastruktur,Kalimantan Timur,2017
COMP-0516,PT Surya Sejahtera No. 516,Energi & Pertambangan,Sumatera Utara,2012
COMP-0517,PT Bina Sejahtera No. 517,Teknologi & Informasi,Kalimantan Timur,2019
COMP-0518,PT Bina Persada No. 518,Kesehatan,Sulawesi Selatan,2018
COMP-0519,PT Artha Tbk No. 519,Infrastruktur,Sumatera Utara,2019
COMP-0520,PT Mega Persada No. 520,Keuangan,Jawa Barat,2014
COMP-0521,PT Bina Karya No. 521,Konsumer Primer,DKI Jakarta,2016
COMP-0522,PT Artha Tbk No. 522,Infrastruktur,Jawa Barat,2017
COMP-0523,PT Indo Lestari No. 523,Konsumer Primer,DKI Jakarta,2012
COMP-0524,PT Bumi Abadi No. 524,Kesehatan,Jawa Barat,2011
COMP-0525,PT Bumi Makmur No. 525,Keuangan,Sulawesi Selatan,2011
COMP-0526,PT Nusantara Karya No. 526,Teknologi & Informasi,DKI Jakarta,2014
COMP-0527,PT Sumber Jaya No. 527,Teknologi & Informasi,DKI Jakarta,2024
COMP-0528,PT Bina Abadi No. 528,Keuangan,Jawa Timur,2010
COMP-0529,PT Artha Lestari No. 529,Konsumer Primer,DKI Jakarta,2024
COMP-0530,PT Mega Jaya No. 530,Kesehatan,DKI Jakarta,2011
COMP-0531,PT Nusantara Energi No. 531,Infrastruktur,Jawa Timur,2022
COMP-0532,PT Sumber Persada No. 532,Keuangan,Kalimantan Timur,2018
COMP-0533,PT Bumi Sejahtera No. 533,Energi & Pertambangan,Kalimantan Timur,2016
COMP-0534,PT Nusantara Abadi No. 534,Konsumer Primer,Jawa Timur,2024
COMP-0535,PT Nusantara Sentosa No. 535,Teknologi & Informasi,Sumatera Utara,2024
COMP-0536,PT Bina Energi No. 536,Keuangan,DKI Jakarta,2015
COMP-0537,PT Artha Lestari No. 537,Teknologi & Informasi,DKI Jakarta,2018
COMP-0538,PT Sumber Jaya No. 538,Konsumer Primer,Jawa Timur,2016
COMP-0539,PT Nusantara Abadi No. 539,Teknologi & Informasi,Jawa Timur,2023
COMP-0540,PT Nusantara Abadi No. 540,Keuangan,Sumatera Utara,2020
COMP-0541,PT Citra Jaya No. 541,Konsumer Primer,Sulawesi Selatan,2014
COMP-0542,PT Citra Energi No. 542,Energi & Pertambangan,Kalimantan Timur,2024
COMP-0543,PT Surya Karya No. 543,Keuangan,Jawa Barat,2018
COMP-0544,PT Bumi Energi No. 544,Infrastruktur,Sulawesi Selatan,2015
COMP-0545,PT Citra Makmur No. 545,Kesehatan,Kalimantan Timur,2015
COMP-0546,PT Bumi Lestari No. 546,Keuangan,DKI Jakarta,2020
COMP-0547,PT Nusantara Makmur No. 547,Konsumer Primer,Sulawesi Selatan,2013
COMP-0548,PT Sumber Karya No. 548,Kesehatan,Jawa Timur,2022
COMP-0549,PT Artha Energi No. 549,Keuangan,Sumatera Utara,2021
COMP-0550,PT Surya Abadi No. 550,Energi & Pertambangan,Kalimantan Timur,2010
COMP-0551,PT Utama Karya No. 551,Energi & Pertambangan,Sumatera Utara,2014
COMP-0552,PT Indo Persada No. 552,Infrastruktur,Kalimantan Timur,2020
COMP-0553,PT Citra Makmur No. 553,Teknologi & Informasi,Sulawesi Selatan,2018
COMP-0554,PT Nusantara Abadi No. 554,Kesehatan,DKI Jakarta,2022
COMP-0555,PT Utama Makmur No. 555,Konsumer Primer,Jawa Barat,2017
COMP-0556,PT Utama Jaya No. 556,Konsumer Primer,Sumatera Utara,2017
COMP-0557,PT Nusantara Tbk No. 557,Teknologi & Informasi,Sumatera Utara,2014
COMP-0558,PT Utama Karya No. 558,Energi & Pertambangan,Jawa Barat,2021
COMP-0559,PT Surya Abadi No. 559,Energi & Pertambangan,Sumatera Utara,2018
COMP-0560,PT Surya Lestari No. 560,Keuangan,Sumatera Utara,2012
COMP-0561,PT Bina Sejahtera No. 561,Infrastruktur,Kalimantan Timur,2012
COMP-0562,PT Citra Karya No. 562,Kesehatan,Kalimantan Timur,2010
COMP-0563,PT Nusantara Jaya No. 563,Infrastruktur,Jawa Barat,2018
COMP-0564,PT Bumi Karya No. 564,Infrastruktur,DKI Jakarta,2015
COMP-0565,PT Surya Jaya No. 565,Keuangan,Sulawesi Selatan,2011
COMP-0566,PT Artha Sentosa No. 566,Infrastruktur,Sulawesi Selatan,2017
COMP-0567,PT Mega Lestari No. 567,Teknologi & Informasi,Sumatera Utara,2021
COMP-0568,PT Mega Abadi No. 568,Keuangan,DKI Jakarta,2018
COMP-0569,PT Bumi Abadi No. 569,Teknologi & Informasi,Jawa Barat,2018
COMP-0570,PT Indo Abadi No. 570,Keuangan,Jawa Barat,2011
COMP-0571,PT Nusantara Abadi No. 571,Infrastruktur,Kalimantan Timur,2011
COMP-0572,PT Mega Karya No. 572,Teknologi & Informasi,Sumatera Utara,2022
COMP-0573,PT Citra Sentosa No. 573,Teknologi & Informasi,Jawa Timur,2016
COMP-0574,PT Bumi Makmur No. 574,Teknologi & Informasi,Jawa Barat,2020
COMP-0575,PT Nusantara Sejahtera No. 575,Keuangan,Sumatera Utara,2013
COMP-0576,PT Artha Persada No. 576,Konsumer Primer,DKI Jakarta,2022
COMP-0577,PT Bumi Karya No. 577,Infrastruktur,Kalimantan Timur,2010
COMP-0578,PT Utama Abadi No. 578,Teknologi & Informasi,Sulawesi Selatan,2017
COMP-0579,PT Artha Sejahtera No. 579,Kesehatan,DKI Jakarta,2011
COMP-0580,PT Mega Lestari No. 580,Konsumer Primer,Jawa Barat,2023
COMP-0581,PT Bina Makmur No. 581,Kesehatan,Jawa Barat,2012
COMP-0582,PT Mega Karya No. 582,Infrastruktur,DKI Jakarta,2014
COMP-0583,PT Artha Persada No. 583,Infrastruktur,Jawa Barat,2023
COMP-0584,PT Sumber Jaya No. 584,Teknologi & Informasi,Sumatera Utara,2012
COMP-0585,PT Nusantara Persada No. 585,Teknologi & Informasi,Jawa Barat,2016
COMP-0586,PT Surya Abadi No. 586,Keuangan,Kalimantan Timur,2016
COMP-0587,PT Nusantara Makmur No. 587,Konsumer Primer,Sumatera Utara,2023
COMP-0588,PT Citra Energi No. 588,Konsumer Primer,Jawa Timur,2011
COMP-0589,PT Bina Jaya No. 589,Teknologi & Informasi,Jawa Barat,2022
COMP-0590,PT Bumi Tbk No. 590,Infrastruktur,Jawa Barat,2022
COMP-0591,PT Utama Tbk No. 591,Teknologi & Informasi,Kalimantan Timur,2016
COMP-0592,PT Sumber Lestari No. 592,Infrastruktur,Kalimantan Timur,2020
COMP-0593,PT Artha Persada No. 593,Infrastruktur,Sulawesi Selatan,2015
COMP-0594,PT Indo Makmur No. 594,Teknologi & Informasi,DKI Jakarta,2019
COMP-0595,PT Utama Sejahtera No. 595,Energi & Pertambangan,DKI Jakarta,2018
COMP-0596,PT Sumber Makmur No. 596,Konsumer Primer,DKI Jakarta,2022
COMP-0597,PT Mega Persada No. 597,Kesehatan,Kalimantan Timur,2018
COMP-0598,PT Artha Tbk No. 598,Infrastruktur,DKI Jakarta,2011
COMP-0599,PT Sumber Makmur No. 599,Infrastruktur,DKI Jakarta,2016
COMP-0600,PT Nusantara Sejahtera No. 600,Energi & Pertambangan,Jawa Timur,2014
COMP-0601,PT Bina Lestari No. 601,Kesehatan,DKI Jakarta,2022
COMP-0602,PT Indo Abadi No. 602,Keuangan,Jawa Barat,2015
COMP-0603,PT Mega Persada No. 603,Energi & Pertambangan,Sulawesi Selatan,2010
COMP-0604,PT Sumber Sejahtera No. 604,Kesehatan,Kalimantan Timur,2016
COMP-0605,PT Bina Lestari No. 605,Energi & Pertambangan,Sumatera Utara,2015
COMP-0606,PT Surya Makmur No. 606,Infrastruktur,Sulawesi Selatan,2013
COMP-0607,PT Bina Sejahtera No. 607,Konsumer Primer,Jawa Timur,2010
COMP-0608,PT Utama Persada No. 608,Energi & Pertambangan,Kalimantan Timur,2018
COMP-0609,PT Nusantara Persada No. 609,Keuangan,Kalimantan Timur,2013
COMP-0610,PT Mega Persada No. 610,Teknologi & Informasi,Jawa Barat,2011
COMP-0611,PT Bumi Lestari No. 611,Kesehatan,Sulawesi Selatan,2017
COMP-0612,PT Nusantara Karya No. 612,Energi & Pertambangan,Sulawesi Selatan,2011
COMP-0613,PT Mega Sentosa No. 613,Energi & Pertambangan,DKI Jakarta,2014
COMP-0614,PT Citra Persada No. 614,Keuangan,Jawa Barat,2020
COMP-0615,PT Mega Jaya No. 615,Konsumer Primer,DKI Jakarta,2015
COMP-0616,PT Artha Energi No. 616,Energi & Pertambangan,DKI Jakarta,2020
COMP-0617,PT Utama Jaya No. 617,Energi & Pertambangan,Kalimantan Timur,2022
COMP-0618,PT Citra Lestari No. 618,Konsumer Primer,Sulawesi Selatan,2017
COMP-0619,PT Bumi Abadi No. 619,Keuangan,DKI Jakarta,2020
COMP-0620,PT Surya Lestari No. 620,Kesehatan,Jawa Timur,2010
COMP-0621,PT Sumber Sejahtera No. 621,Kesehatan,Jawa Timur,2010
COMP-0622,PT Surya Energi No. 622,Energi & Pertambangan,Sulawesi Selatan,2021
COMP-0623,PT Indo Sentosa No. 623,Konsumer Primer,Jawa Timur,2013
COMP-0624,PT Artha Karya No. 624,Energi & Pertambangan,Kalimantan Timur,2014
COMP-0625,PT Citra Sentosa No. 625,Teknologi & Informasi,Jawa Barat,2022
COMP-0626,PT Nusantara Makmur No. 626,Kesehatan,Sumatera Utara,2024
COMP-0627,PT Bina Persada No. 627,Infrastruktur,DKI Jakarta,2022
COMP-0628,PT Bumi Sejahtera No. 628,Teknologi & Informasi,Sumatera Utara,2018
COMP-0629,PT Bina Tbk No. 629,Energi & Pertambangan,Jawa Barat,2020
COMP-0630,PT Surya Energi No. 630,Keuangan,Jawa Barat,2023
COMP-0631,PT Nusantara Tbk No. 631,Kesehatan,Kalimantan Timur,2016
COMP-0632,PT Surya Persada No. 632,Infrastruktur,Jawa Timur,2016
COMP-0633,PT Bina Abadi No. 633,Teknologi & Informasi,Jawa Timur,2017
COMP-0634,PT Citra Karya No. 634,Kesehatan,Jawa Barat,2024
COMP-0635,PT Bumi Sejahtera No. 635,Konsumer Primer,Kalimantan Timur,2014
COMP-0636,PT Citra Lestari No. 636,Keuangan,Kalimantan Timur,2014
COMP-0637,PT Bumi Karya No. 637,Teknologi & Informasi,Sulawesi Selatan,2010
COMP-0638,PT Mega Energi No. 638,Konsumer Primer,DKI Jakarta,2023
COMP-0639,PT Nusantara Persada No. 639,Energi & Pertambangan,Jawa Timur,2018
COMP-0640,PT Bina Abadi No. 640,Konsumer Primer,Jawa Barat,2015
COMP-0641,PT Nusantara Jaya No. 641,Teknologi & Informasi,Sulawesi Selatan,2018
COMP-0642,PT Citra Jaya No. 642,Teknologi & Informasi,Sumatera Utara,2012
COMP-0643,PT Mega Energi No. 643,Energi & Pertambangan,Jawa Timur,2014
COMP-0644,PT Utama Sejahtera No. 644,Konsumer Primer,DKI Jakarta,2011
COMP-0645,PT Sumber Lestari No. 645,Konsumer Primer,Kalimantan Timur,2019
COMP-0646,PT Surya Tbk No. 646,Energi & Pertambangan,Jawa Barat,2014
COMP-0647,PT Bumi Tbk No. 647,Konsumer Primer,Jawa Timur,2024
COMP-0648,PT Indo Tbk No. 648,Kesehatan,Sumatera Utara,2022
COMP-0649,PT Indo Persada No. 649,Energi & Pertambangan,DKI Jakarta,2022
COMP-0650,PT Utama Energi No. 650,Keuangan,DKI Jakarta,2022
COMP-0651,PT Utama Persada No. 651,Teknologi & Informasi,Sulawesi Selatan,2024
COMP-0652,PT Mega Lestari No. 652,Keuangan,Jawa Timur,2023
COMP-0653,PT Indo Abadi No. 653,Kesehatan,Sumatera Utara,2017
COMP-0654,PT Mega Abadi No. 654,Kesehatan,DKI Jakarta,2020
COMP-0655,PT Bina Karya No. 655,Infrastruktur,Jawa Barat,2011
COMP-0656,PT Surya Makmur No. 656,Infrastruktur,DKI Jakarta,2017
COMP-0657,PT Utama Makmur No. 657,Infrastruktur,Sumatera Utara,2013
COMP-0658,PT Artha Abadi No. 658,Energi & Pertambangan,Kalimantan Timur,2019
COMP-0659,PT Citra Makmur No. 659,Konsumer Primer,Kalimantan Timur,2019
COMP-0660,PT Indo Abadi No. 660,Kesehatan,Sulawesi Selatan,2024
COMP-0661,PT Nusantara Jaya No. 661,Keuangan,Jawa Timur,2010
COMP-0662,PT Citra Makmur No. 662,Keuangan,Sumatera Utara,2022
