fact_activity_id,company_id,metric_id,bulan,nilai_realisasi,status_kepatuhan,biaya_mitigasi_idr
FACT-0355,COMP-0572,METRIC-0969,11,112.33,Patuh,38189831
FACT-0356,COMP-1955,METRIC-1705,4,73.96,Perlu Evaluasi,55540671
FACT-0357,COMP-1565,METRIC-1181,11,106.08,Patuh,453018978
FACT-0358,COMP-0587,METRIC-2378,3,67.57,Perlu Evaluasi,210229825
FACT-0359,COMP-1619,METRIC-1046,11,52.91,Perlu Evaluasi,283717992
FACT-0360,COMP-0357,METRIC-1496,4,85.03,Patuh,66517339
FACT-0361,COMP-0685,METRIC-1288,11,112.47,Patuh,451748771
FACT-0362,COMP-1947,METRIC-1799,11,107.35,Patuh,308441352
FACT-0363,COMP-0659,METRIC-0724,7,67.71,Perlu Evaluasi,67822373
FACT-0364,COMP-1297,METRIC-1160,10,113.7,Patuh,163812160
FACT-0365,COMP-1526,METRIC-0252,2,83.58,Patuh,269697725
FACT-0366,COMP-2083,METRIC-0205,2,53.43,Perlu Evaluasi,48943450
FACT-0367,COMP-1694,METRIC-1880,9,51.95,Perlu Evaluasi,432243970
FACT-0368,COMP-1658,METRIC-0791,6,83.96,Patuh,208627302
FACT-0369,COMP-0512,METRIC-1085,11,88.24,Patuh,50419848
FACT-0370,COMP-1072,METRIC-0465,7,55.59,Perlu Evaluasi,128272487
FACT-0371,COMP-2321,METRIC-1842,5,114.56,Patuh,318199003
FACT-0372,COMP-1637,METRIC-1326,5,100.28,Patuh,177107860
FACT-0373,COMP-1013,METRIC-1496,4,106.09,Patuh,221362459
FACT-0374,COMP-1152,METRIC-0394,8,90.88,Patuh,195658668
FACT-0375,COMP-0210,METRIC-1631,7,96.45,Patuh,347624791
FACT-0376,COMP-0624,METRIC-2029,10,77.15,Patuh,281858546
FACT-0377,COMP-1806,METRIC-0912,2,97.55,Patuh,209325559
FACT-0378,COMP-1166,METRIC-1283,2,118.47,Patuh,140462600
FACT-0379,COMP-0173,METRIC-1211,6,95.34,Patuh,114610393
FACT-0380,COMP-1889,METRIC-1236,12,73.91,Perlu Evaluasi,44882967
FACT-0381,COMP-0447,METRIC-1059,11,69.97,Perlu Evaluasi,388530675
FACT-0382,COMP-0011,METRIC-1171,1,117.43,Patuh,77191740
FACT-0383,COMP-0761,METRIC-1273,7,62.95,Perlu Evaluasi,421282501
FACT-0384,COMP-1328,METRIC-0057,8,106.43,Patuh,23940474
FACT-0385,COMP-1784,METRIC-1893,10,82.57,Patuh,100460852
FACT-0386,COMP-1178,METRIC-1749,8,81.06,Patuh,246833355
FACT-0387,COMP-2371,METRIC-0361,3,102.33,Patuh,351006718
FACT-0388,COMP-0977,METRIC-2282,7,60.36,Perlu Evaluasi,172736483
FACT-0389,COMP-2493,METRIC-1949,1,82.64,Patuh,430839752
FACT-0390,COMP-2390,METRIC-0223,11,52.51,Perlu Evaluasi,490220297
FACT-0391,COMP-2269,METRIC-1640,3,96.93,Patuh,417533698
FACT-0392,COMP-2158,METRIC-0327,6,54.09,Perlu Evaluasi,244003504
FACT-0393,COMP-2458,METRIC-1122,9,56.11,Perlu Evaluasi,396507398
FACT-0394,COMP-1801,METRIC-1250,5,109.14,Patuh,252373017
FACT-0395,COMP-0040,METRIC-1758,5,81.01,Patuh,195452615
FACT-0396,COMP-1483,METRIC-0836,9,64.07,Perlu Evaluasi,401045226
FACT-0397,COMP-2311,METRIC-0985,12,91.48,Patuh,495732364
FACT-0398,COMP-1850,METRIC-1358,9,86.35,Patuh,273904354
FACT-0399,COMP-0823,METRIC-0792,6,78.76,Patuh,131070610
FACT-0400,COMP-0461,METRIC-1887,5,113.38,Patuh,457926445
FACT-0401,COMP-1142,METRIC-0382,10,102.46,Patuh,217130895
FACT-0402,COMP-0217,METRIC-1447,2,60.61,Perlu Evaluasi,331013262
FACT-0403,COMP-1741,METRIC-1372,11,89.95,Patuh,317364993
FACT-0404,COMP-2125,METRIC-1875,8,56.21,Perlu Evaluasi,95009573
FACT-0405,COMP-1445,METRIC-2500,12,67.13,Perlu Evaluasi,210437460
FACT-0406,COMP-1196,METRIC-2009,8,113.69,Patuh,416025117
FACT-0407,COMP-2438,METRIC-1143,7,82.35,Patuh,309340446
FACT-0408,COMP-1152,METRIC-0214,8,112.45,Patuh,83716712
FACT-0409,COMP-0374,METRIC-0565,3,61.62,Perlu Evaluasi,248784616
FACT-0410,COMP-0654,METRIC-0732,3,64.37,Perlu Evaluasi,169877872
FACT-0411,COMP-0904,METRIC-0439,2,74.7,Perlu Evaluasi,480329890
FACT-0412,COMP-0744,METRIC-1589,1,75.64,Patuh,53005251
FACT-0413,COMP-2471,METRIC-0629,3,102.17,Patuh,264182305
FACT-0414,COMP-0853,METRIC-0903,3,91.96,Patuh,448815232
FACT-0415,COMP-1771,METRIC-1471,7,88.73,Patuh,37511369
FACT-0416,COMP-0831,METRIC-0395,12,92.17,Patuh,308015901
FACT-0417,COMP-1562,METRIC-0247,10,101.25,Patuh,155677855
FACT-0418,COMP-0973,METRIC-2296,9,112.5,Patuh,457116674
FACT-0419,COMP-1294,METRIC-1637,12,79.03,Patuh,268714057
FACT-0420,COMP-1353,METRIC-1473,1,106.2,Patuh,457506056
FACT-0421,COMP-1319,METRIC-2132,8,84.66,Patuh,199459664
FACT-0422,COMP-0122,METRIC-1245,1,100.55,Patuh,313648302
FACT-0423,COMP-0159,METRIC-2099,3,111.24,Patuh,176723842
FACT-0424,COMP-0307,METRIC-0981,4,52.26,Perlu Evaluasi,453572506
FACT-0425,COMP-1113,METRIC-1211,11,88.26,Patuh,328717556
FACT-0426,COMP-0751,METRIC-1549,8,119.26,Patuh,441980770
FACT-0427,COMP-1062,METRIC-0419,1,84.74,Patuh,69926339
FACT-0428,COMP-1897,METRIC-2135,12,110.5,Patuh,462995203
FACT-0429,COMP-0591,METRIC-0259,2,63.01,Perlu Evaluasi,455236400
FACT-0430,COMP-1881,METRIC-2359,11,92.3,Patuh,393390367
FACT-0431,COMP-0346,METRIC-2221,5,110.92,Patuh,104869925
FACT-0432,COMP-0149,METRIC-1520,6,80.21,Patuh,167094090
FACT-0433,COMP-1040,METRIC-1269,5,84.07,Patuh,430615531
FACT-0434,COMP-1391,METRIC-0940,3,55.74,Perlu Evaluasi,376329782
FACT-0435,COMP-0781,METRIC-2377,10,52.95,Perlu Evaluasi,296988795
FACT-0436,COMP-0118,METRIC-0196,7,82.81,Patuh,138336422
FACT-0437,COMP-0704,METRIC-0062,12,109.04,Patuh,175027628
FACT-0438,COMP-2365,METRIC-0562,1,115.19,Patuh,52286853
FACT-0439,COMP-0288,METRIC-0040,2,96.11,Patuh,347510198
FACT-0440,COMP-1375,METRIC-1768,11,107.85,Patuh,338024061
FACT-0441,COMP-2345,METRIC-2038,12,101.44,Patuh,343607714
FACT-0442,COMP-2025,METRIC-1876,9,99.1,Patuh,198822324
FACT-0443,COMP-0443,METRIC-0788,4,103.83,Patuh,52850527
FACT-0444,COMP-0901,METRIC-1877,8,85.37,Patuh,346293485
FACT-0445,COMP-0301,METRIC-0002,9,82.06,Patuh,357480662
FACT-0446,COMP-2474,METRIC-1493,7,61.14,Perlu Evaluasi,53434921
FACT-0447,COMP-0250,METRIC-1130,1,109.07,Patuh,384219748
FACT-0448,COMP-1958,METRIC-2264,5,53.12,Perlu Evaluasi,392195617
FACT-0449,COMP-1767,METRIC-0777,6,68.72,Perlu Evaluasi,260269503
FACT-0450,COMP-1539,METRIC-1783,11,86.39,Patuh,347998117
FACT-0451,COMP-0686,METRIC-0414,8,118.01,Patuh,321264394
FACT-0452,COMP-0998,METRIC-0210,10,105.02,Patuh,286566193
FACT-0453,COMP-0406,METRIC-1964,8,75.81,Patuh,402956153
FACT-0454,COMP-0244,METRIC-2091,12,99.98,Patuh,386004535
FACT-0455,COMP-2415,METRIC-2186,9,115.2,Patuh,229384468
FACT-0456,COMP-2168,METRIC-1645,9,87.72,Patuh,164226327
FACT-0457,COMP-1606,METRIC-1584,4,82.34,Patuh,416679502
FACT-0458,COMP-0433,METRIC-0726,6,88.71,Patuh,436251778
FACT-0459,COMP-0183,METRIC-1413,3,71.81,Perlu Evaluasi,315467841
FACT-0460,COMP-1485,METRIC-1222,1,113.51,Patuh,96334214
FACT-0461,COMP-1142,METRIC-2250,6,105.81,Patuh,266918212
FACT-0462,COMP-0031,METRIC-2240,1,99.38,Patuh,221874548
FACT-0463,COMP-1173,METRIC-0107,9,91.24,Patuh,346675564
FACT-0464,COMP-1297,METRIC-0327,11,117.86,Patuh,138752039
FACT-0465,COMP-1904,METRIC-0644,6,70.84,Perlu Evaluasi,340496104
FACT-0466,COMP-0102,METRIC-0357,1,69.82,Perlu Evaluasi,129872766
FACT-0467,COMP-1096,METRIC-1308,11,66.95,Perlu Evaluasi,436788127
FACT-0468,COMP-1729,METRIC-0508,3,101.92,Patuh,373089437
FACT-0469,COMP-2456,METRIC-2154,1,105.81,Patuh,406704263
FACT-0470,COMP-1391,METRIC-1090,2,91.8,Patuh,59005151
FACT-0471,COMP-0830,METRIC-0195,6,95.64,Patuh,438267177
FACT-0472,COMP-0618,METRIC-1212,7,74.43,Perlu Evaluasi,287280833
FACT-0473,COMP-0291,METRIC-0047,1,52.78,Perlu Evaluasi,38147017
FACT-0474,COMP-2470,METRIC-1386,10,67.75,Perlu Evaluasi,309889130
FACT-0475,COMP-0181,METRIC-1602,5,90.9,Patuh,429332278
FACT-0476,COMP-2162,METRIC-1511,6,106.91,Patuh,387313514
FACT-0477,COMP-1262,METRIC-0847,4,104.4,Patuh,350651940
FACT-0478,COMP-0260,METRIC-1603,6,62.56,Perlu Evaluasi,67040301
FACT-0479,COMP-2292,METRIC-0709,5,53.6,Perlu Evaluasi,62452918
FACT-0480,COMP-2471,METRIC-0808,11,109.54,Patuh,294021378
FACT-0481,COMP-0335,METRIC-0115,7,55.29,Perlu Evaluasi,473074355
FACT-0482,COMP-1047,METRIC-0631,4,77.53,Patuh,407443926
FACT-0483,COMP-1897,METRIC-2267,1,56.6,Perlu Evaluasi,352007969
FACT-0484,COMP-0271,METRIC-0197,2,89.48,Patuh,335309713
FACT-0485,COMP-1408,METRIC-0401,6,75.43,Patuh,443031200
FACT-0486,COMP-1401,METRIC-2040,10,64.17,Perlu Evaluasi,403764512
FACT-0487,COMP-1010,METRIC-0076,11,91.66,Patuh,441675643
FACT-0488,COMP-1462,METRIC-1450,2,75.44,Patuh,212224197
FACT-0489,COMP-1605,METRIC-0287,5,61.68,Perlu Evaluasi,77671116
FACT-0490,COMP-0132,METRIC-1569,12,99.01,Patuh,190811092
FACT-0491,COMP-1745,METRIC-1323,4,108.58,Patuh,358721950
FACT-0492,COMP-1546,METRIC-0861,7,69.16,Perlu Evaluasi,445487865
FACT-0493,COMP-0135,METRIC-0742,4,63.05,Perlu Evaluasi,345795127
FACT-0494,COMP-0767,METRIC-1731,7,55.27,Perlu Evaluasi,378088852
FACT-0495,COMP-0770,METRIC-2342,11,86.95,Patuh,20340640
FACT-0496,COMP-2142,METRIC-0809,8,108.19,Patuh,310233435
FACT-0497,COMP-1908,METRIC-1960,7,67.56,Perlu Evaluasi,465978935
FACT-0498,COMP-1265,METRIC-0414,2,82.24,Patuh,345560197
FACT-0499,COMP-1773,METRIC-0431,11,61.26,Perlu Evaluasi,485159495
FACT-0500,COMP-0165,METRIC-1814,1,78.29,Patuh,141569548
FACT-0501,COMP-0325,METRIC-1254,5,51.08,Perlu Evaluasi,150011681
FACT-0502,COMP-0620,METRIC-1919,12,113.75,Patuh,432266745
FACT-0503,COMP-0231,METRIC-2219,7,97.36,Patuh,328385895
FACT-0504,COMP-1203,METRIC-1341,12,73.3,Perlu Evaluasi,187764245
FACT-0505,COMP-1378,METRIC-0544,1,111.68,Patuh,131948992
FACT-0506,COMP-1892,METRIC-1515,11,62.81,Perlu Evaluasi,363627020
FACT-0507,COMP-0403,METRIC-1412,8,55.51,Perlu Evaluasi,480400768
FACT-0508,COMP-2169,METRIC-0072,3,115.98,Patuh,160235387
FACT-0509,COMP-0385,METRIC-1023,7,71.63,Perlu Evaluasi,255667204
FACT-0510,COMP-1764,METRIC-0532,3,115.52,Patuh,338966966
FACT-0511,COMP-1449,METRIC-2287,4,94.63,Patuh,395944957
FACT-0512,COMP-1191,METRIC-0577,8,118.6,Patuh,27060172
FACT-0513,COMP-0389,METRIC-1113,2,102.74,Patuh,192823929
FACT-0514,COMP-1547,METRIC-1946,6,57.38,Perlu Evaluasi,304552036
FACT-0515,COMP-1774,METRIC-0713,10,109.66,Patuh,302928841
FACT-0516,COMP-0790,METRIC-1559,9,60.35,Perlu Evaluasi,100651202
FACT-0517,COMP-1495,METRIC-0642,10,98.45,Patuh,307829345
FACT-0518,COMP-1548,METRIC-2238,9,85.03,Patuh,257613537
FACT-0519,COMP-2101,METRIC-0812,5,99.54,Patuh,268433757
FACT-0520,COMP-0821,METRIC-1015,3,103.55,Patuh,295907172
FACT-0521,COMP-1045,METRIC-1363,6,106.26,Patuh,463686275
FACT-0522,COMP-1043,METRIC-2022,12,108.45,Patuh,328745441
FACT-0523,COMP-1880,METRIC-1541,9,109.31,Patuh,355139679
FACT-0524,COMP-0862,METRIC-1862,6,78.88,Patuh,394020884
FACT-0525,COMP-1480,METRIC-0784,4,112.25,Patuh,248346617
FACT-0526,COMP-2370,METRIC-0671,12,100.37,Patuh,290629928
FACT-0527,COMP-2481,METRIC-0847,11,108.73,Patuh,25340759
FACT-0528,COMP-1795,METRIC-1242,5,119.24,Patuh,463374536
FACT-0529,COMP-1464,METRIC-1278,7,58.15,Perlu Evaluasi,48159063
FACT-0530,COMP-1908,METRIC-1385,10,75.94,Patuh,95278040
FACT-0531,COMP-2106,METRIC-1765,3,106.46,Patuh,324864483
FACT-0532,COMP-0751,METRIC-0178,12,56.04,Perlu Evaluasi,439711431
FACT-0533,COMP-1317,METRIC-0276,9,87.85,Patuh,191719229
FACT-0534,COMP-0182,METRIC-2360,1,110.09,Patuh,114825777
FACT-0535,COMP-1905,METRIC-1666,8,51.33,Perlu Evaluasi,479350824
FACT-0536,COMP-0961,METRIC-0791,5,115.77,Patuh,435260444
FACT-0537,COMP-0105,METRIC-1677,10,118.47,Patuh,402464792
FACT-0538,COMP-1285,METRIC-1425,9,72.56,Perlu Evaluasi,82899834
FACT-0539,COMP-0990,METRIC-1241,2,103.68,Patuh,495036002
FACT-0540,COMP-0484,METRIC-0027,1,58.9,Perlu Evaluasi,255152613
FACT-0541,COMP-1726,METRIC-2470,10,104.1,Patuh,473360923
FACT-0542,COMP-2177,METRIC-2373,7,83.71,Patuh,428306578
FACT-0543,COMP-2367,METRIC-1348,10,110.22,Patuh,104279135
FACT-0544,COMP-0707,METRIC-1591,12,64.88,Perlu Evaluasi,352928048
FACT-0545,COMP-0020,METRIC-1727,11,97.09,Patuh,219902906
FACT-0546,COMP-0752,METRIC-0285,9,105.03,Patuh,269224562
FACT-0547,COMP-0235,METRIC-1113,5,64.17,Perlu Evaluasi,157585783
FACT-0548,COMP-1621,METRIC-1069,11,107.28,Patuh,317485858
FACT-0549,COMP-0606,METRIC-0912,4,117.06,Patuh,292313415
FACT-0550,COMP-0554,METRIC-1815,4,93.13,Patuh,284692200
FACT-0551,COMP-1900,METRIC-2193,12,104.94,Patuh,288567605
FACT-0552,COMP-0586,METRIC-0082,8,87.28,Patuh,277616598
FACT-0553,COMP-0984,METRIC-0980,1,91.87,Patuh,131398005
FACT-0554,COMP-1651,METRIC-1191,1,50.93,Perlu Evaluasi,407372711
FACT-0555,COMP-0423,METRIC-1773,8,86.7,Patuh,353047981
FACT-0556,COMP-2054,METRIC-1826,2,90.29,Patuh,252076758
FACT-0557,COMP-0458,METRIC-1774,10,96.9,Patuh,18770911
FACT-0558,COMP-1915,METRIC-1334,6,61.86,Perlu Evaluasi,489866313
FACT-0559,COMP-0846,METRIC-2008,2,66.9,Perlu Evaluasi,68083728
FACT-0560,COMP-0551,METRIC-0082,5,102.92,Patuh,176377186
FACT-0561,COMP-1421,METRIC-0094,3,61.73,Perlu Evaluasi,349070114
FACT-0562,COMP-1995,METRIC-1345,7,79.12,Patuh,387882750
FACT-0563,COMP-2059,METRIC-0343,9,67.53,Perlu Evaluasi,299988195
FACT-0564,COMP-1646,METRIC-2409,2,88.16,Patuh,219445788
FACT-0565,COMP-0497,METRIC-1855,7,119.08,Patuh,114404208
FACT-0566,COMP-2091,METRIC-1090,8,109.64,Patuh,260989933
FACT-0567,COMP-0539,METRIC-0624,10,68.86,Perlu Evaluasi,402232794
FACT-0568,COMP-0568,METRIC-0868,8,75.8,Patuh,128839518
FACT-0569,COMP-0121,METRIC-2477,7,114.3,Patuh,241312353
FACT-0570,COMP-0316,METRIC-0171,12,112.88,Patuh,275439883
FACT-0571,COMP-1139,METRIC-1783,4,61.24,Perlu Evaluasi,406207012
FACT-0572,COMP-0621,METRIC-0578,4,108.05,Patuh,264414330
FACT-0573,COMP-0454,METRIC-0068,10,70.83,Perlu Evaluasi,46788504
FACT-0574,COMP-0612,METRIC-1516,9,88.07,Patuh,209858689
FACT-0575,COMP-1544,METRIC-1058,12,50.36,Perlu Evaluasi,302738013
FACT-0576,COMP-0959,METRIC-0001,10,119.9,Patuh,497329067
FACT-0577,COMP-2009,METRIC-2199,9,103.28,Patuh,89991560
FACT-0578,COMP-0647,METRIC-0902,5,66.92,Perlu Evaluasi,218815830
FACT-0579,COMP-0763,METRIC-1808,7,97.87,Patuh,476423624
FACT-0580,COMP-1361,METRIC-2306,7,70.53,Perlu Evaluasi,319565459
FACT-0581,COMP-0240,METRIC-0750,9,56.26,Perlu Evaluasi,377868150
FACT-0582,COMP-1410,METRIC-0795,12,79.77,Patuh,125433079
FACT-0583,COMP-1169,METRIC-2067,7,92.96,Patuh,383816806
FACT-0584,COMP-2425,METRIC-1820,8,56.28,Perlu Evaluasi,257407254
FACT-0585,COMP-2052,METRIC-2083,7,86.29,Patuh,388023505
FACT-0586,COMP-0197,METRIC-0371,11,86.04,Patuh,146450665
FACT-0587,COMP-2437,METRIC-2055,4,94.01,Patuh,131884447
FACT-0588,COMP-0261,METRIC-0371,12,67.13,Perlu Evaluasi,118886958
FACT-0589,COMP-1795,METRIC-1689,2,51.44,Perlu Evaluasi,425606408
FACT-0590,COMP-1958,METRIC-0757,3,72.74,Perlu Evaluasi,183974538
FACT-0591,COMP-0094,METRIC-1139,7,77.9,Patuh,411379895
FACT-0592,COMP-1281,METRIC-1361,11,94.5,Patuh,259765760
FACT-0593,COMP-0136,METRIC-1166,11,115.11,Patuh,172873866
FACT-0594,COMP-2004,METRIC-1509,9,64.24,Perlu Evaluasi,353969760
FACT-0595,COMP-1202,METRIC-1462,11,98.11,Patuh,48548701
FACT-0596,COMP-2160,METRIC-2136,2,56.82,Perlu Evaluasi,392718404
FACT-0597,COMP-1288,METRIC-0463,7,63.34,Perlu Evaluasi,69336177
FACT-0598,COMP-0369,METRIC-0481,4,85.64,Patuh,178256000
FACT-0599,COMP-0936,METRIC-0823,7,99.59,Patuh,135121609
FACT-0600,COMP-0768,METRIC-0524,12,110.1,Patuh,222618619
FACT-0601,COMP-0673,METRIC-2259,5,102.07,Patuh,136802956
FACT-0602,COMP-0511,METRIC-0244,7,51.07,Perlu Evaluasi,16592986
FACT-0603,COMP-0713,METRIC-0239,6,97.88,Patuh,227458651
FACT-0604,COMP-0820,METRIC-1221,2,107.73,Patuh,369672947
FACT-0605,COMP-2425,METRIC-0769,12,86.79,Patuh,63951745
FACT-0606,COMP-0545,METRIC-0235,7,117.59,Patuh,53723645
FACT-0607,COMP-2121,METRIC-2235,5,50.3,Perlu Evaluasi,95993652
FACT-0608,COMP-0504,METRIC-0497,9,107.31,Patuh,256325515
FACT-0609,COMP-0805,METRIC-1520,11,73.44,Perlu Evaluasi,469136282
FACT-0610,COMP-0710,METRIC-1904,1,95.53,Patuh,258481980
FACT-0611,COMP-2373,METRIC-2235,1,98.54,Patuh,115953804
FACT-0612,COMP-0388,METRIC-1635,2,71.44,Perlu Evaluasi,458618875
FACT-0613,COMP-0240,METRIC-0936,8,119.68,Patuh,377621013
FACT-0614,COMP-1098,METRIC-1269,11,57.23,Perlu Evaluasi,207923559
FACT-0615,COMP-2079,METRIC-2361,9,60.99,Perlu Evaluasi,150249038
FACT-0616,COMP-1340,METRIC-0819,11,112.45,Patuh,377897246
FACT-0617,COMP-0068,METRIC-0022,11,58.34,Perlu Evaluasi,430765510
FACT-0618,COMP-1944,METRIC-2116,12,76.69,Patuh,310172390
FACT-0619,COMP-1720,METRIC-2440,7,101.32,Patuh,48122288
FACT-0620,COMP-1673,METRIC-1089,1,105.4,Patuh,99151986
FACT-0621,COMP-0291,METRIC-1828,12,116.83,Patuh,331410594
FACT-0622,COMP-0975,METRIC-1991,7,105.27,Patuh,301590470
FACT-0623,COMP-2072,METRIC-0729,8,109.12,Patuh,347514955
FACT-0624,COMP-0415,METRIC-1874,7,116.46,Patuh,490345421
FACT-0625,COMP-0851,METRIC-0212,12,88.76,Patuh,25940281
FACT-0626,COMP-2149,METRIC-1774,5,74.04,Perlu Evaluasi,159195494
FACT-0627,COMP-0546,METRIC-0200,12,103.31,Patuh,191229103
FACT-0628,COMP-2087,METRIC-0987,7,61.45,Perlu Evaluasi,304267016
FACT-0629,COMP-2259,METRIC-0178,10,54.78,Perlu Evaluasi,348137727
FACT-0630,COMP-0742,METRIC-1447,11,104.97,Patuh,162041888
FACT-0631,COMP-1815,METRIC-0931,2,116.55,Patuh,20053195
FACT-0632,COMP-0592,METRIC-2037,9,80.97,Patuh,66874429
FACT-0633,COMP-0750,METRIC-1486,2,61.28,Perlu Evaluasi,482715105
FACT-0634,COMP-2220,METRIC-2092,2,84.79,Patuh,487914714
FACT-0635,COMP-0838,METRIC-1455,5,77.53,Patuh,187183957
FACT-0636,COMP-2490,METRIC-0168,8,76.07,Patuh,242243025
FACT-0637,COMP-0534,METRIC-2335,6,93.97,Patuh,272005995
FACT-0638,COMP-0365,METRIC-2385,12,62.23,Perlu Evaluasi,55020881
FACT-0639,COMP-0367,METRIC-0586,9,76.63,Patuh,28047686
FACT-0640,COMP-1774,METRIC-1916,6,110.81,Patuh,138275843
FACT-0641,COMP-2344,METRIC-2231,5,101.08,Patuh,304132268
FACT-0642,COMP-1653,METRIC-0016,1,53.89,Perlu Evaluasi,347930127
FACT-0643,COMP-0265,METRIC-1604,8,85.97,Patuh,466087931
FACT-0644,COMP-1062,METRIC-0837,3,56.39,Perlu Evaluasi,437336559
FACT-0645,COMP-2035,METRIC-2158,12,117.02,Patuh,475345010
FACT-0646,COMP-0382,METRIC-1577,2,67.12,Perlu Evaluasi,58538275
FACT-0647,COMP-1167,METRIC-0306,7,115.28,Patuh,301615635
FACT-0648,COMP-2479,METRIC-2054,11,108.38,Patuh,394691614
FACT-0649,COMP-0389,METRIC-1717,2,88.6,Patuh,357935859
FACT-0650,COMP-2102,METRIC-0361,1,73.54,Perlu Evaluasi,26036923
FACT-0651,COMP-2072,METRIC-1209,11,110.06,Patuh,316479392
FACT-0652,COMP-0395,METRIC-1859,2,60.69,Perlu Evaluasi,115626252
FACT-0653,COMP-2167,METRIC-1972,6,62.6,Perlu Evaluasi,267686515
FACT-0654,COMP-0983,METRIC-1124,2,65.73,Perlu Evaluasi,67870739
FACT-0655,COMP-2240,METRIC-1114,1,91.84,Patuh,478815989
FACT-0656,COMP-1963,METRIC-0984,1,72.0,Perlu Evaluasi,389165416
FACT-0657,COMP-0721,METRIC-1270,4,119.24,Patuh,28453737
FACT-0658,COMP-2432,METRIC-2163,8,63.66,Perlu Evaluasi,380500415
FACT-0659,COMP-2394,METRIC-2324,6,106.39,Patuh,358600613
FACT-0660,COMP-0473,METRIC-2128,4,56.71,Perlu Evaluasi,166490197
FACT-0661,COMP-1804,METRIC-0179,6,74.74,Perlu Evaluasi,445589990
FACT-0662,COMP-1976,METRIC-0561,6,67.06,Perlu Evaluasi,61419222
FACT-0663,COMP-2051,METRIC-2308,9,118.38,Patuh,38737135
FACT-0664,COMP-0925,METRIC-1810,4,51.8,Perlu Evaluasi,426089520
FACT-0665,COMP-0876,METRIC-0292,6,100.52,Patuh,77480759
FACT-0666,COMP-0973,METRIC-0291,10,67.34,Perlu Evaluasi,294906208
FACT-0667,COMP-0379,METRIC-0542,1,106.79,Patuh,393441342
FACT-0668,COMP-1322,METRIC-1910,7,71.79,Perlu Evaluasi,295225832
FACT-0669,COMP-2186,METRIC-0594,7,63.11,Perlu Evaluasi,33531997
FACT-0670,COMP-0125,METRIC-1429,11,98.51,Patuh,274503821
FACT-0671,COMP-1426,METRIC-0948,1,68.03,Perlu Evaluasi,123558382
FACT-0672,COMP-0480,METRIC-1349,8,83.99,Patuh,458198947
FACT-0673,COMP-1386,METRIC-0381,5,59.21,Perlu Evaluasi,236470791
FACT-0674,COMP-2114,METRIC-1705,9,100.72,Patuh,300375032
FACT-0675,COMP-0432,METRIC-0310,8,78.48,Patuh,459139246
FACT-0676,COMP-1959,METRIC-1694,3,59.84,Perlu Evaluasi,39494653
FACT-0677,COMP-1113,METRIC-1499,1,101.91,Patuh,84196117
FACT-0678,COMP-0601,METRIC-2473,3,57.24,Perlu Evaluasi,417690616
FACT-0679,COMP-0856,METRIC-1166,2,90.24,Patuh,147322243
FACT-0680,COMP-2054,METRIC-0661,2,92.52,Patuh,180400546
FACT-0681,COMP-0158,METRIC-2274,11,115.12,Patuh,181041927
FACT-0682,COMP-2378,METRIC-1498,4,60.57,Perlu Evaluasi,330906017
FACT-0683,COMP-1127,METRIC-2073,2,95.73,Patuh,33116219
FACT-0684,COMP-0223,METRIC-2143,8,76.65,Patuh,336238997
FACT-0685,COMP-2450,METRIC-0565,5,78.06,Patuh,489652824
FACT-0686,COMP-1707,METRIC-1606,1,85.13,Patuh,466663102
FACT-0687,COMP-0545,METRIC-1200,6,66.36,Perlu Evaluasi,97748120
FACT-0688,COMP-2232,METRIC-0644,12,82.28,Patuh,417503079
FACT-0689,COMP-0538,METRIC-1432,7,98.08,Patuh,229903015
FACT-0690,COMP-1437,METRIC-1951,1,82.0,Patuh,244189136
FACT-0691,COMP-2343,METRIC-0459,12,52.98,Perlu Evaluasi,367128591
FACT-0692,COMP-0260,METRIC-0338,3,68.05,Perlu Evaluasi,445632431
FACT-0693,COMP-0826,METRIC-1355,9,74.6,Perlu Evaluasi,205066863
FACT-0694,COMP-0316,METRIC-2014,7,74.83,Perlu Evaluasi,241443258
FACT-0695,COMP-0746,METRIC-0345,12,55.67,Perlu Evaluasi,59390950
FACT-0696,COMP-0719,METRIC-0576,4,81.47,Patuh,456702542
FACT-0697,COMP-1101,METRIC-1571,6,98.44,Patuh,416217552
FACT-0698,COMP-0461,METRIC-1548,6,53.41,Perlu Evaluasi,78287544
FACT-0699,COMP-1105,METRIC-0943,12,102.56,Patuh,134565346
FACT-0700,COMP-1703,METRIC-0346,3,116.86,Patuh,338875616
FACT-0701,COMP-1407,METRIC-0325,2,50.65,Perlu Evaluasi,179848615
FACT-0702,COMP-2197,METRIC-2139,5,63.56,Perlu Evaluasi,165051814
FACT-0703,COMP-2393,METRIC-0294,8,88.04,Patuh,297425489
FACT-0704,COMP-1814,METRIC-0524,3,65.26,Perlu Evaluasi,393164125
FACT-0705,COMP-1815,METRIC-0259,5,103.52,Patuh,373783140
FACT-0706,COMP-1742,METRIC-1111,3,71.85,Perlu Evaluasi,126027310
FACT-0707,COMP-0974,METRIC-1518,7,70.55,Perlu Evaluasi,220951622
FACT-0708,COMP-0922,METRIC-2234,6,50.06,Perlu Evaluasi,383151195
FACT-0709,COMP-0030,METRIC-2392,6,68.91,Perlu Evaluasi,97616673
FACT-0710,COMP-0982,METRIC-0821,1,65.24,Perlu Evaluasi,246797678
