fact_score_id,company_id,tahun_evaluasi,skor_environmental,skor_social,skor_governance,total_skor_esg,peringkat_esg
FSC-0468,COMP-0426,2022,51,55,95,67.0,BBB
FSC-0469,COMP-0483,2025,98,86,91,91.67,AAA
FSC-0470,COMP-0214,2025,51,75,77,67.67,BBB
FSC-0471,COMP-2127,2022,85,58,93,78.67,A
FSC-0472,COMP-0139,2024,55,63,97,71.67,A
FSC-0473,COMP-0950,2022,72,76,62,70.0,A
FSC-0474,COMP-0098,2023,88,66,62,72.0,A
FSC-0475,COMP-0664,2025,96,84,86,88.67,AA
FSC-0476,COMP-2246,2023,93,84,61,79.33,A
FSC-0477,COMP-2204,2026,86,86,62,78.0,A
FSC-0478,COMP-1074,2025,95,90,76,87.0,AA
FSC-0479,COMP-0479,2024,65,61,98,74.67,A
FSC-0480,COMP-2276,2022,92,71,97,86.67,AA
FSC-0481,COMP-2197,2026,93,55,99,82.33,AA
FSC-0482,COMP-1082,2023,68,68,78,71.33,A
FSC-0483,COMP-0162,2026,98,98,78,91.33,AAA
FSC-0484,COMP-1501,2024,73,98,64,78.33,A
FSC-0485,COMP-1451,2022,76,92,64,77.33,A
FSC-0486,COMP-0395,2026,56,80,73,69.67,BBB
FSC-0487,COMP-0801,2023,79,81,86,82.0,AA
FSC-0488,COMP-0186,2026,90,99,95,94.67,AAA
FSC-0489,COMP-0558,2022,63,70,99,77.33,A
FSC-0490,COMP-1981,2026,93,61,94,82.67,AA
FSC-0491,COMP-0446,2023,64,86,80,76.67,A
FSC-0492,COMP-0830,2022,61,79,64,68.0,BBB
FSC-0493,COMP-2135,2024,78,85,83,82.0,AA
FSC-0494,COMP-1273,2024,72,70,98,80.0,AA
FSC-0495,COMP-1814,2025,62,95,83,80.0,AA
FSC-0496,COMP-2486,2026,58,68,99,75.0,A
FSC-0497,COMP-0516,2023,73,79,72,74.67,A
FSC-0498,COMP-1601,2026,88,84,97,89.67,AA
FSC-0499,COMP-0947,2022,79,61,60,66.67,BBB
FSC-0500,COMP-1226,2025,50,66,98,71.33,A
FSC-0501,COMP-1599,2023,59,57,69,61.67,BBB
FSC-0502,COMP-1679,2026,87,81,61,76.33,A
FSC-0503,COMP-0756,2023,96,73,75,81.33,AA
FSC-0504,COMP-0325,2022,64,97,96,85.67,AA
FSC-0505,COMP-0687,2025,58,91,75,74.67,A
FSC-0506,COMP-1499,2023,62,99,82,81.0,AA
FSC-0507,COMP-1689,2022,72,96,85,84.33,AA
FSC-0508,COMP-2000,2024,82,61,75,72.67,A
FSC-0509,COMP-2448,2023,58,70,86,71.33,A
FSC-0510,COMP-0868,2025,52,86,89,75.67,A
FSC-0511,COMP-0217,2023,79,62,92,77.67,A
FSC-0512,COMP-1001,2023,58,67,91,72.0,A
FSC-0513,COMP-1989,2022,74,65,68,69.0,BBB
FSC-0514,COMP-0932,2026,96,74,70,80.0,AA
FSC-0515,COMP-2013,2026,73,72,96,80.33,AA
FSC-0516,COMP-0240,2023,81,91,65,79.0,A
FSC-0517,COMP-1210,2025,56,60,89,68.33,BBB
FSC-0518,COMP-0048,2025,85,74,99,86.0,AA
FSC-0519,COMP-1249,2022,74,86,74,78.0,A
FSC-0520,COMP-1168,2023,69,98,89,85.33,AA
FSC-0521,COMP-0875,2023,66,83,77,75.33,A
FSC-0522,COMP-1898,2026,85,58,71,71.33,A
FSC-0523,COMP-2180,2022,75,61,63,66.33,BBB
FSC-0524,COMP-0625,2024,68,97,75,80.0,AA
FSC-0525,COMP-1860,2025,86,74,82,80.67,AA
FSC-0526,COMP-1971,2025,97,88,70,85.0,AA
FSC-0527,COMP-0601,2023,52,90,83,75.0,A
FSC-0528,COMP-2382,2022,92,61,81,78.0,A
FSC-0529,COMP-1944,2024,77,87,98,87.33,AA
FSC-0530,COMP-1817,2025,71,69,74,71.33,A
FSC-0531,COMP-2084,2022,96,86,74,85.33,AA
FSC-0532,COMP-1649,2024,68,76,69,71.0,A
FSC-0533,COMP-1828,2023,95,94,87,92.0,AAA
FSC-0534,COMP-0223,2026,65,83,95,81.0,AA
FSC-0535,COMP-1747,2025,55,79,76,70.0,A
FSC-0536,COMP-0530,2025,86,59,95,80.0,AA
FSC-0537,COMP-2289,2024,80,68,81,76.33,A
FSC-0538,COMP-0134,2026,98,89,82,89.67,AA
FSC-0539,COMP-0391,2022,97,56,88,80.33,AA
FSC-0540,COMP-0102,2023,83,79,81,81.0,AA
FSC-0541,COMP-2041,2022,80,70,70,73.33,A
FSC-0542,COMP-2001,2024,60,70,95,75.0,A
FSC-0543,COMP-0949,2025,85,65,88,79.33,A
FSC-0544,COMP-1569,2025,55,89,91,78.33,A
FSC-0545,COMP-0841,2022,76,77,73,75.33,A
FSC-0546,COMP-2054,2023,56,59,77,64.0,BBB
FSC-0547,COMP-0194,2024,98,89,97,94.67,AAA
FSC-0548,COMP-0742,2023,81,83,96,86.67,AA
FSC-0549,COMP-0473,2024,57,59,93,69.67,BBB
FSC-0550,COMP-2264,2023,82,57,82,73.67,A
FSC-0551,COMP-0038,2022,96,60,91,82.33,AA
FSC-0552,COMP-1699,2026,93,77,62,77.33,A
FSC-0553,COMP-0471,2024,64,56,81,67.0,BBB
FSC-0554,COMP-2500,2022,76,72,82,76.67,A
FSC-0555,COMP-1514,2025,79,84,63,75.33,A
FSC-0556,COMP-1013,2025,71,92,72,78.33,A
FSC-0557,COMP-1784,2023,96,59,91,82.0,AA
FSC-0558,COMP-1967,2025,78,65,88,77.0,A
FSC-0559,COMP-0103,2026,90,55,99,81.33,AA
FSC-0560,COMP-1735,2024,97,64,99,86.67,AA
FSC-0561,COMP-1736,2023,79,95,69,81.0,AA
FSC-0562,COMP-0042,2024,51,98,72,73.67,A
FSC-0563,COMP-2114,2024,64,80,76,73.33,A
FSC-0564,COMP-0193,2022,96,87,97,93.33,AAA
FSC-0565,COMP-1062,2025,76,81,61,72.67,A
FSC-0566,COMP-1677,2024,56,66,76,66.0,BBB
FSC-0567,COMP-2400,2026,76,56,85,72.33,A
FSC-0568,COMP-0326,2026,70,55,97,74.0,A
FSC-0569,COMP-1121,2025,62,55,96,71.0,A
FSC-0570,COMP-0108,2025,66,87,64,72.33,A
FSC-0571,COMP-2199,2023,60,76,84,73.33,A
FSC-0572,COMP-1098,2023,59,66,68,64.33,BBB
FSC-0573,COMP-0335,2023,82,93,87,87.33,AA
FSC-0574,COMP-1943,2025,63,90,81,78.0,A
FSC-0575,COMP-2040,2024,86,75,88,83.0,AA
FSC-0576,COMP-0804,2022,57,74,94,75.0,A
FSC-0577,COMP-1849,2023,82,90,79,83.67,AA
FSC-0578,COMP-0767,2022,56,80,64,66.67,BBB
FSC-0579,COMP-1278,2026,83,85,98,88.67,AA
FSC-0580,COMP-1409,2025,56,55,91,67.33,BBB
FSC-0581,COMP-2307,2026,56,92,98,82.0,AA
FSC-0582,COMP-1489,2023,90,68,69,75.67,A
FSC-0583,COMP-0034,2024,85,80,99,88.0,AA
FSC-0584,COMP-2374,2023,56,96,76,76.0,A
FSC-0585,COMP-0837,2022,69,61,96,75.33,A
FSC-0586,COMP-2025,2023,67,66,74,69.0,BBB
FSC-0587,COMP-1640,2024,94,78,68,80.0,AA
FSC-0588,COMP-0739,2024,92,73,91,85.33,AA
FSC-0589,COMP-1490,2025,90,63,82,78.33,A
FSC-0590,COMP-1328,2025,63,89,70,74.0,A
FSC-0591,COMP-1886,2024,89,58,72,73.0,A
FSC-0592,COMP-0117,2024,63,99,77,79.67,A
FSC-0593,COMP-1505,2022,70,96,68,78.0,A
FSC-0594,COMP-2451,2023,98,86,64,82.67,AA
FSC-0595,COMP-2034,2025,76,60,81,72.33,A
FSC-0596,COMP-1700,2022,95,82,91,89.33,AA
FSC-0597,COMP-1924,2023,75,82,61,72.67,A
FSC-0598,COMP-1611,2025,76,94,80,83.33,AA
FSC-0599,COMP-2281,2022,73,83,87,81.0,AA
FSC-0600,COMP-1308,2026,54,96,83,77.67,A
FSC-0601,COMP-0976,2026,91,59,83,77.67,A
FSC-0602,COMP-2057,2025,87,59,73,73.0,A
FSC-0603,COMP-0715,2022,77,91,96,88.0,AA
FSC-0604,COMP-1926,2023,91,95,86,90.67,AAA
FSC-0605,COMP-2427,2023,92,82,83,85.67,AA
FSC-0606,COMP-2429,2022,81,95,65,80.33,AA
FSC-0607,COMP-0844,2026,73,63,85,73.67,A
FSC-0608,COMP-0360,2022,55,83,74,70.67,A
FSC-0609,COMP-2224,2026,59,68,88,71.67,A
FSC-0610,COMP-0485,2026,95,92,95,94.0,AAA
FSC-0611,COMP-1429,2023,52,94,69,71.67,A
FSC-0612,COMP-2081,2025,56,88,87,77.0,A
FSC-0613,COMP-1489,2024,78,91,68,79.0,A
FSC-0614,COMP-0696,2022,83,96,80,86.33,AA
FSC-0615,COMP-2205,2026,56,68,69,64.33,BBB
FSC-0616,COMP-0565,2022,66,72,63,67.0,BBB
FSC-0617,COMP-1832,2025,62,87,63,70.67,A
FSC-0618,COMP-0202,2025,70,88,65,74.33,A
FSC-0619,COMP-1199,2024,80,82,85,82.33,AA
FSC-0620,COMP-1268,2024,58,90,99,82.33,AA
FSC-0621,COMP-1470,2026,94,99,75,89.33,AA
FSC-0622,COMP-0074,2024,96,91,67,84.67,AA
FSC-0623,COMP-0096,2026,62,77,87,75.33,A
FSC-0624,COMP-1897,2023,66,96,75,79.0,A
FSC-0625,COMP-0173,2026,57,71,97,75.0,A
FSC-0626,COMP-1923,2024,58,65,60,61.0,BBB
FSC-0627,COMP-2203,2022,58,86,78,74.0,A
FSC-0628,COMP-2337,2024,89,91,76,85.33,AA
FSC-0629,COMP-0258,2025,97,69,87,84.33,AA
FSC-0630,COMP-2222,2024,79,58,71,69.33,BBB
FSC-0631,COMP-0330,2023,56,93,65,71.33,A
FSC-0632,COMP-1255,2026,66,84,66,72.0,A
FSC-0633,COMP-0161,2025,88,64,67,73.0,A
FSC-0634,COMP-0186,2026,87,77,62,75.33,A
FSC-0635,COMP-0143,2026,54,78,80,70.67,A
FSC-0636,COMP-0640,2024,66,90,67,74.33,A
FSC-0637,COMP-2075,2022,89,59,87,78.33,A
FSC-0638,COMP-0202,2025,50,91,89,76.67,A
FSC-0639,COMP-1615,2023,65,97,91,84.33,AA
FSC-0640,COMP-0472,2023,66,73,70,69.67,BBB
FSC-0641,COMP-2307,2022,79,91,79,83.0,AA
FSC-0642,COMP-2103,2022,80,62,75,72.33,A
FSC-0643,COMP-0911,2024,84,61,84,76.33,A
FSC-0644,COMP-1572,2023,94,94,68,85.33,AA
FSC-0645,COMP-1030,2025,57,67,98,74.0,A
FSC-0646,COMP-1074,2022,97,91,99,95.67,AAA
FSC-0647,COMP-2160,2022,79,81,99,86.33,AA
FSC-0648,COMP-2194,2022,88,72,62,74.0,A
FSC-0649,COMP-0230,2025,70,78,75,74.33,A
FSC-0650,COMP-1747,2023,64,95,71,76.67,A
FSC-0651,COMP-1330,2025,83,56,74,71.0,A
FSC-0652,COMP-0461,2025,76,70,63,69.67,BBB
FSC-0653,COMP-0807,2024,51,68,82,67.0,BBB
FSC-0654,COMP-1932,2022,59,71,86,72.0,A
FSC-0655,COMP-2274,2023,54,60,98,70.67,A
FSC-0656,COMP-0059,2024,76,89,96,87.0,AA
FSC-0657,COMP-1100,2024,53,71,72,65.33,BBB
FSC-0658,COMP-2476,2026,96,99,96,97.0,AAA
FSC-0659,COMP-0728,2022,62,92,99,84.33,AA
FSC-0660,COMP-1156,2023,66,94,80,80.0,AA
FSC-0661,COMP-0498,2023,70,60,88,72.67,A
FSC-0662,COMP-0910,2023,72,92,88,84.0,AA
FSC-0663,COMP-1329,2022,82,75,70,75.67,A
FSC-0664,COMP-2115,2023,99,89,87,91.67,AAA
FSC-0665,COMP-0230,2025,64,77,69,70.0,A
FSC-0666,COMP-0333,2025,63,66,64,64.33,BBB
FSC-0667,COMP-2325,2022,58,83,84,75.0,A
FSC-0668,COMP-1897,2023,93,81,92,88.67,AA
FSC-0669,COMP-1608,2026,86,60,76,74.0,A
FSC-0670,COMP-0721,2026,79,75,92,82.0,AA
FSC-0671,COMP-2192,2026,78,61,84,74.33,A
FSC-0672,COMP-1275,2025,72,97,92,87.0,AA
FSC-0673,COMP-0691,2026,83,95,68,82.0,AA
FSC-0674,COMP-0057,2023,56,70,86,70.67,A
FSC-0675,COMP-2356,2023,58,59,84,67.0,BBB
FSC-0676,COMP-2222,2026,99,69,63,77.0,A
FSC-0677,COMP-1486,2024,53,75,68,65.33,BBB
FSC-0678,COMP-0750,2026,51,58,74,61.0,BBB
FSC-0679,COMP-0678,2024,76,59,75,70.0,A
FSC-0680,COMP-0560,2022,82,61,75,72.67,A
FSC-0681,COMP-1663,2022,81,89,72,80.67,AA
FSC-0682,COMP-1705,2023,93,90,73,85.33,AA
FSC-0683,COMP-1979,2025,94,69,81,81.33,AA
FSC-0684,COMP-0349,2023,95,82,80,85.67,AA
FSC-0685,COMP-1091,2023,86,56,68,70.0,A
FSC-0686,COMP-2378,2025,76,59,63,66.0,BBB
FSC-0687,COMP-2242,2023,77,61,69,69.0,BBB
FSC-0688,COMP-1179,2025,52,76,94,74.0,A
FSC-0689,COMP-1720,2023,85,85,68,79.33,A
FSC-0690,COMP-2314,2022,98,86,75,86.33,AA
FSC-0691,COMP-2216,2024,92,62,77,77.0,A
FSC-0692,COMP-2193,2023,57,95,69,73.67,A
FSC-0693,COMP-2234,2024,93,96,80,89.67,AA
FSC-0694,COMP-0886,2026,99,65,74,79.33,A
FSC-0695,COMP-0865,2023,99,55,74,76.0,A
FSC-0696,COMP-0786,2022,90,94,70,84.67,AA
FSC-0697,COMP-0457,2025,86,73,99,86.0,AA
FSC-0698,COMP-0345,2022,98,98,96,97.33,AAA
FSC-0699,COMP-0554,2024,94,92,79,88.33,AA
FSC-0700,COMP-1021,2025,87,96,93,92.0,AAA
FSC-0701,COMP-0788,2022,71,91,81,81.0,AA
FSC-0702,COMP-1820,2022,63,61,77,67.0,BBB
FSC-0703,COMP-0705,2022,64,93,75,77.33,A
FSC-0704,COMP-1128,2025,95,79,64,79.33,A
FSC-0705,COMP-2295,2022,53,76,60,63.0,BBB
FSC-0706,COMP-0812,2022,67,81,78,75.33,A
FSC-0707,COMP-0953,2024,50,95,69,71.33,A
FSC-0708,COMP-0815,2022,61,92,80,77.67,A
FSC-0709,COMP-1549,2022,90,93,72,85.0,AA
FSC-0710,COMP-0144,2026,91,69,83,81.0,AA
FSC-0711,COMP-0863,2025,99,56,82,79.0,A
FSC-0712,COMP-1217,2026,66,62,82,70.0,A
FSC-0713,COMP-1808,2024,68,98,70,78.67,A
FSC-0714,COMP-0375,2026,85,97,61,81.0,AA
FSC-0715,COMP-0677,2023,97,60,65,74.0,A
FSC-0716,COMP-1290,2025,56,74,70,66.67,BBB
FSC-0717,COMP-0556,2022,58,81,74,71.0,A
FSC-0718,COMP-0863,2026,57,99,68,74.67,A
FSC-0719,COMP-2122,2026,74,77,71,74.0,A
FSC-0720,COMP-2486,2022,56,94,95,81.67,AA
FSC-0721,COMP-0881,2022,91,71,87,83.0,AA
FSC-0722,COMP-2274,2024,57,67,82,68.67,BBB
FSC-0723,COMP-1843,2026,73,58,86,72.33,A
FSC-0724,COMP-2356,2026,66,74,83,74.33,A
FSC-0725,COMP-0966,2023,61,96,73,76.67,A
FSC-0726,COMP-2396,2023,95,79,94,89.33,AA
FSC-0727,COMP-0476,2026,80,76,86,80.67,AA
FSC-0728,COMP-1339,2023,61,71,80,70.67,A
FSC-0729,COMP-0525,2026,51,94,72,72.33,A
FSC-0730,COMP-1449,2025,61,65,67,64.33,BBB
FSC-0731,COMP-0562,2024,76,79,93,82.67,AA
FSC-0732,COMP-0569,2023,95,59,82,78.67,A
FSC-0733,COMP-1206,2026,56,75,68,66.33,BBB
FSC-0734,COMP-0106,2023,62,80,60,67.33,BBB
FSC-0735,COMP-2239,2024,85,70,95,83.33,AA
FSC-0736,COMP-1161,2025,50,94,75,73.0,A
FSC-0737,COMP-0700,2022,98,75,84,85.67,AA
FSC-0738,COMP-1144,2022,84,86,77,82.33,AA
FSC-0739,COMP-0072,2023,79,58,93,76.67,A
FSC-0740,COMP-0755,2026,80,92,97,89.67,AA
FSC-0741,COMP-0905,2024,66,62,62,63.33,BBB
FSC-0742,COMP-0052,2025,57,63,79,66.33,BBB
FSC-0743,COMP-1004,2025,52,99,78,76.33,A
FSC-0744,COMP-1288,2025,59,71,72,67.33,BBB
FSC-0745,COMP-1263,2022,83,95,76,84.67,AA
FSC-0746,COMP-2303,2024,71,67,73,70.33,A
FSC-0747,COMP-0685,2022,53,63,89,68.33,BBB
FSC-0748,COMP-1773,2023,81,60,81,74.0,A
FSC-0749,COMP-1631,2025,78,81,88,82.33,AA
FSC-0750,COMP-2105,2024,95,96,61,84.0,AA
FSC-0751,COMP-0950,2025,60,91,67,72.67,A
FSC-0752,COMP-1674,2022,95,93,73,87.0,AA
FSC-0753,COMP-2417,2022,62,97,93,84.0,AA
FSC-0754,COMP-2280,2022,53,78,72,67.67,BBB
FSC-0755,COMP-1426,2025,51,63,69,61.0,BBB
FSC-0756,COMP-1585,2024,83,96,67,82.0,AA
FSC-0757,COMP-1047,2024,92,65,66,74.33,A
FSC-0758,COMP-1291,2023,71,89,72,77.33,A
FSC-0759,COMP-2166,2025,54,83,85,74.0,A
FSC-0760,COMP-1624,2023,58,62,91,70.33,A
FSC-0761,COMP-1177,2023,69,71,78,72.67,A
FSC-0762,COMP-2316,2023,70,61,74,68.33,BBB
FSC-0763,COMP-2161,2023,66,66,61,64.33,BBB
FSC-0764,COMP-2214,2022,61,69,96,75.33,A
FSC-0765,COMP-1032,2023,77,83,78,79.33,A
FSC-0766,COMP-0431,2024,67,99,92,86.0,AA
FSC-0767,COMP-1316,2023,52,78,98,76.0,A
FSC-0768,COMP-0893,2022,54,91,92,79.0,A
FSC-0769,COMP-1074,2026,63,68,60,63.67,BBB
FSC-0770,COMP-0107,2026,97,65,98,86.67,AA
FSC-0771,COMP-0745,2026,75,89,87,83.67,AA
FSC-0772,COMP-1480,2025,68,71,76,71.67,A
FSC-0773,COMP-2371,2024,90,81,65,78.67,A
FSC-0774,COMP-2357,2022,66,98,79,81.0,AA
FSC-0775,COMP-0622,2026,88,57,72,72.33,A
FSC-0776,COMP-0995,2022,91,56,71,72.67,A
FSC-0777,COMP-0145,2022,53,58,89,66.67,BBB
FSC-0778,COMP-0821,2025,91,72,80,81.0,AA
FSC-0779,COMP-0412,2026,84,74,61,73.0,A
FSC-0780,COMP-0114,2023,73,75,77,75.0,A
FSC-0781,COMP-2447,2022,90,68,87,81.67,AA
FSC-0782,COMP-0124,2026,62,62,63,62.33,BBB
FSC-0783,COMP-0086,2022,82,56,65,67.67,BBB
FSC-0784,COMP-0047,2025,64,80,97,80.33,AA
FSC-0785,COMP-1900,2025,64,73,68,68.33,BBB
FSC-0786,COMP-1573,2023,80,96,79,85.0,AA
FSC-0787,COMP-1739,2025,92,82,89,87.67,AA
FSC-0788,COMP-2006,2026,77,83,96,85.33,AA
FSC-0789,COMP-0804,2025,59,59,97,71.67,A
FSC-0790,COMP-2437,2023,56,97,63,72.0,A
FSC-0791,COMP-1990,2024,82,82,97,87.0,AA
FSC-0792,COMP-1070,2022,56,95,72,74.33,A
FSC-0793,COMP-1192,2022,54,80,94,76.0,A
FSC-0794,COMP-0046,2026,75,59,89,74.33,A
FSC-0795,COMP-0540,2023,65,69,63,65.67,BBB
FSC-0796,COMP-0087,2023,57,63,84,68.0,BBB
FSC-0797,COMP-1409,2023,71,86,90,82.33,AA
FSC-0798,COMP-0265,2022,83,80,71,78.0,A
FSC-0799,COMP-0703,2025,89,91,74,84.67,AA
FSC-0800,COMP-1474,2022,77,69,85,77.0,A
FSC-0801,COMP-2280,2022,95,95,69,86.33,AA
FSC-0802,COMP-0186,2022,85,58,71,71.33,A
FSC-0803,COMP-0326,2025,96,90,81,89.0,AA
FSC-0804,COMP-1207,2024,56,74,99,76.33,A
FSC-0805,COMP-0397,2026,89,81,80,83.33,AA
FSC-0806,COMP-1505,2024,92,75,94,87.0,AA
FSC-0807,COMP-1427,2024,77,76,66,73.0,A
FSC-0808,COMP-1441,2022,51,61,77,63.0,BBB
FSC-0809,COMP-1089,2024,58,85,86,76.33,A
FSC-0810,COMP-0956,2022,55,71,94,73.33,A
FSC-0811,COMP-0555,2022,50,61,61,57.33,BB
FSC-0812,COMP-1041,2026,52,73,91,72.0,A
FSC-0813,COMP-2439,2023,59,82,74,71.67,A
FSC-0814,COMP-0044,2022,86,64,83,77.67,A
FSC-0815,COMP-0901,2024,93,81,79,84.33,AA
FSC-0816,COMP-1724,2026,72,67,69,69.33,BBB
FSC-0817,COMP-0482,2024,82,56,83,73.67,A
FSC-0818,COMP-2037,2023,58,76,83,72.33,A
FSC-0819,COMP-1287,2025,62,74,83,73.0,A
FSC-0820,COMP-1198,2023,77,97,99,91.0,AAA
FSC-0821,COMP-1465,2026,56,59,93,69.33,BBB
FSC-0822,COMP-0566,2023,75,60,99,78.0,A
FSC-0823,COMP-2268,2023,65,89,70,74.67,A
FSC-0824,COMP-0772,2026,89,55,85,76.33,A
FSC-0825,COMP-1219,2026,75,89,60,74.67,A
FSC-0826,COMP-2457,2024,88,57,89,78.0,A
FSC-0827,COMP-0471,2022,81,90,77,82.67,AA
FSC-0828,COMP-1371,2025,85,61,85,77.0,A
FSC-0829,COMP-2214,2025,91,83,68,80.67,AA
FSC-0830,COMP-0672,2025,50,69,68,62.33,BBB
FSC-0831,COMP-1175,2023,98,65,60,74.33,A
FSC-0832,COMP-0111,2026,70,72,66,69.33,BBB
FSC-0833,COMP-1027,2026,62,98,75,78.33,A
FSC-0834,COMP-0344,2026,75,58,97,76.67,A
FSC-0835,COMP-1473,2022,94,78,70,80.67,AA
FSC-0836,COMP-2380,2026,58,65,84,69.0,BBB
FSC-0837,COMP-2312,2026,86,60,88,78.0,A
FSC-0838,COMP-2131,2023,72,72,78,74.0,A
FSC-0839,COMP-0777,2024,50,69,77,65.33,BBB
FSC-0840,COMP-2382,2025,51,57,88,65.33,BBB
FSC-0841,COMP-1404,2023,92,71,75,79.33,A
FSC-0842,COMP-0658,2023,77,87,99,87.67,AA
FSC-0843,COMP-1834,2023,85,88,67,80.0,AA
FSC-0844,COMP-1833,2025,80,84,93,85.67,AA
FSC-0845,COMP-0454,2023,90,73,65,76.0,A
FSC-0846,COMP-0741,2024,54,63,89,68.67,BBB
FSC-0847,COMP-1770,2026,86,94,93,91.0,AAA
FSC-0848,COMP-2381,2024,74,98,80,84.0,AA
FSC-0849,COMP-2358,2026,57,85,71,71.0,A
FSC-0850,COMP-1444,2026,83,81,65,76.33,A
FSC-0851,COMP-1749,2023,88,79,98,88.33,AA
FSC-0852,COMP-2402,2023,98,61,65,74.67,A
FSC-0853,COMP-0824,2025,81,61,63,68.33,BBB
FSC-0854,COMP-0145,2022,60,74,68,67.33,BBB
FSC-0855,COMP-2007,2024,96,98,64,86.0,AA
FSC-0856,COMP-1068,2025,74,97,69,80.0,AA
FSC-0857,COMP-1787,2025,52,90,67,69.67,BBB
FSC-0858,COMP-1410,2024,94,73,82,83.0,AA
FSC-0859,COMP-1763,2024,99,56,63,72.67,A
FSC-0860,COMP-0910,2026,81,88,96,88.33,AA
FSC-0861,COMP-0761,2022,84,71,66,73.67,A
FSC-0862,COMP-1517,2023,81,78,65,74.67,A
FSC-0863,COMP-0531,2022,83,63,74,73.33,A
FSC-0864,COMP-1360,2022,86,55,94,78.33,A
FSC-0865,COMP-2028,2023,54,96,91,80.33,AA
FSC-0866,COMP-2178,2022,94,82,73,83.0,AA
FSC-0867,COMP-1008,2025,77,69,94,80.0,AA
FSC-0868,COMP-1538,2025,77,75,70,74.0,A
FSC-0869,COMP-1274,2023,57,69,69,65.0,BBB
FSC-0870,COMP-0947,2023,76,77,76,76.33,A
FSC-0871,COMP-1162,2024,65,56,72,64.33,BBB
FSC-0872,COMP-1299,2024,67,90,93,83.33,AA
FSC-0873,COMP-1002,2022,74,63,64,67.0,BBB
FSC-0874,COMP-2189,2022,97,56,69,74.0,A
FSC-0875,COMP-1968,2023,50,56,91,65.67,BBB
FSC-0876,COMP-0882,2022,57,72,71,66.67,BBB
FSC-0877,COMP-1848,2026,70,71,72,71.0,A
FSC-0878,COMP-1976,2025,83,95,80,86.0,AA
FSC-0879,COMP-2482,2022,73,62,92,75.67,A
FSC-0880,COMP-1631,2022,86,88,91,88.33,AA
FSC-0881,COMP-0173,2024,75,88,71,78.0,A
FSC-0882,COMP-0473,2026,96,59,94,83.0,AA
FSC-0883,COMP-1447,2022,63,98,95,85.33,AA
FSC-0884,COMP-2487,2025,78,83,97,86.0,AA
FSC-0885,COMP-0498,2022,79,82,87,82.67,AA
FSC-0886,COMP-2217,2023,52,70,72,64.67,BBB
FSC-0887,COMP-0989,2026,56,68,71,65.0,BBB
FSC-0888,COMP-1606,2022,85,56,81,74.0,A
FSC-0889,COMP-2476,2026,60,94,61,71.67,A
FSC-0890,COMP-0419,2022,81,58,88,75.67,A
FSC-0891,COMP-1371,2025,61,95,72,76.0,A
FSC-0892,COMP-0714,2025,64,85,94,81.0,AA
FSC-0893,COMP-2250,2026,87,80,72,79.67,A
FSC-0894,COMP-0179,2024,73,81,93,82.33,AA
FSC-0895,COMP-2105,2024,50,88,78,72.0,A
FSC-0896,COMP-1930,2023,67,85,68,73.33,A
FSC-0897,COMP-0946,2024,95,65,90,83.33,AA
FSC-0898,COMP-2019,2026,56,62,92,70.0,A
FSC-0899,COMP-0739,2024,91,66,86,81.0,AA
FSC-0900,COMP-1957,2023,90,89,61,80.0,AA
FSC-0901,COMP-0112,2022,51,99,74,74.67,A
FSC-0902,COMP-0715,2024,89,88,78,85.0,AA
FSC-0903,COMP-1402,2026,80,67,90,79.0,A
FSC-0904,COMP-1939,2026,82,81,75,79.33,A
FSC-0905,COMP-1382,2023,79,62,74,71.67,A
FSC-0906,COMP-0813,2023,80,75,65,73.33,A
FSC-0907,COMP-1209,2025,83,95,73,83.67,AA
FSC-0908,COMP-0037,2025,56,65,86,69.0,BBB
FSC-0909,COMP-1829,2025,74,76,97,82.33,AA
FSC-0910,COMP-1252,2022,65,75,78,72.67,A
FSC-0911,COMP-0810,2026,71,82,96,83.0,AA
FSC-0912,COMP-0023,2025,85,57,63,68.33,BBB
FSC-0913,COMP-1527,2026,76,61,85,74.0,A
FSC-0914,COMP-0796,2023,66,68,68,67.33,BBB
FSC-0915,COMP-0496,2022,53,69,99,73.67,A
FSC-0916,COMP-0900,2023,84,63,74,73.67,A
FSC-0917,COMP-0425,2026,90,97,96,94.33,AAA
FSC-0918,COMP-2066,2025,71,61,63,65.0,BBB
FSC-0919,COMP-1983,2023,96,66,85,82.33,AA
FSC-0920,COMP-1469,2024,84,73,77,78.0,A
FSC-0921,COMP-1234,2022,93,81,94,89.33,AA
FSC-0922,COMP-1798,2026,64,72,88,74.67,A
FSC-0923,COMP-2259,2025,89,67,83,79.67,A
FSC-0924,COMP-0565,2023,93,97,63,84.33,AA
FSC-0925,COMP-1305,2022,70,55,80,68.33,BBB
FSC-0926,COMP-1857,2025,62,92,98,84.0,AA
FSC-0927,COMP-0133,2023,96,75,66,79.0,A
FSC-0928,COMP-0449,2026,60,88,82,76.67,A
FSC-0929,COMP-2312,2024,98,67,99,88.0,AA
FSC-0930,COMP-1831,2024,76,99,80,85.0,AA
FSC-0931,COMP-2159,2026,80,95,60,78.33,A
FSC-0932,COMP-0850,2022,93,77,84,84.67,AA
FSC-0933,COMP-1262,2026,81,55,90,75.33,A
FSC-0934,COMP-1481,2023,79,77,97,84.33,AA
FSC-0935,COMP-0901,2022,67,82,64,71.0,A
FSC-0936,COMP-0759,2024,65,86,90,80.33,AA
